name,retail_price,shortDescription,longDescription,brandName,thumbnailImage,mediumImage,largeImage,color,tag
"Whole Fresh Sweet Onion, 2 lb Bag",3.88,"Add flavor to your next meal with fresh Sweet Onions. This versatile vegetable adds flavor and texture to a variety of recipes. For breakfast, you could dice them and add to an omelet loaded with cheese, ham, and mushrooms. You can dice these onions and add them to a fresh garden salad for a satisfying crunch or sprinkle them on top of your fish tacos. Sweet onions also make delicious golden onion rings to serve alongside juicy hamburgers and hot dogs at your next backyard barbecue. You can keep these onions at room temperature until ready to use. Stock your pantry with this two-pound bag of fresh Sweet Onions.","Whole fresh sweet onions, 2 lb bag Ideal addition to every pantry Add flavor and texture to any meal Dice them and add to a savory breakfast omelet Sprinkle them onto a fresh garden salad for extra crunch Make delicious golden onion rings to serve with hamburgers and hot dogs",Unbranded,https://i5.walmartimages.com/asr/ee6f33b1-d575-465b-8bb0-18b3f12bff80.59a19b30b3dd59286b085c830107b749.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/ee6f33b1-d575-465b-8bb0-18b3f12bff80.59a19b30b3dd59286b085c830107b749.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/ee6f33b1-d575-465b-8bb0-18b3f12bff80.59a19b30b3dd59286b085c830107b749.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Gold,produce
"Shallots, 1 Lb.",2.69,"Shallots, 1 Lb.",Shallots 1 Lb Bag,Fresh Produce,,,,,produce
"Russet & Petite Merlot Potato Duo, 4 Lb.",2.97,"Russet & Petite Merlot Potato Duo, 4 Lb.",Russet/petite Merlot Potato Duo 4 Lb Bag,PRODUCE UNBRANDED,,,,,produce
"Yellow Onions, 3 Lb.",,"Yellow Onions, 3 Lb.",Yellow Onions 3 Lb Bag,Fresh Produce,https://i5.walmartimages.com/asr/496364fc-43dc-4f28-b368-3c1c9038e6fe.5edfc4a4501e40cfc6c4713335667001.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/496364fc-43dc-4f28-b368-3c1c9038e6fe.5edfc4a4501e40cfc6c4713335667001.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/496364fc-43dc-4f28-b368-3c1c9038e6fe.5edfc4a4501e40cfc6c4713335667001.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Yellow,produce
"Organic Zucchini, 2 Pack",,short description is not available,"Organic Zucchini, 2 Pack",PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/4c487bc4-83f4-43c6-ad33-da094986ad9e_1.75dfe24691d7fcea4b712883a53aee1b.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/4c487bc4-83f4-43c6-ad33-da094986ad9e_1.75dfe24691d7fcea4b712883a53aee1b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/4c487bc4-83f4-43c6-ad33-da094986ad9e_1.75dfe24691d7fcea4b712883a53aee1b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Horseradish Root, per lb",1.5,"Indulge your taste buds with the fiery zest of our Fresh and Produce Horseradish Root. This versatile root vegetable adds a bold kick to your culinary creations. Grate it into a fine powder and sprinkle it for a burst of flavor, or use it as a base for a tangy sauce that will awaken your senses. With its hot and spicy taste, you can experiment by adding it at different stages of cooking for varying intensities. Perfect for sandwiches and other dishes, this low-calorie ingredient, with just 48 calories per serving, effortlessly fits into your diet plan. Embrace the heat and elevate your meals with this sensational product.","Fresh Horseradish Root Indulge your taste buds with the fiery zest of our Fresh and Produce Horseradish Root. This versatile root vegetable adds a bold kick to your culinary creations. Grate it into a fine powder and sprinkle it for a burst of flavor, or use it as a base for a tangy sauce that will awaken your senses. With its hot and spicy taste, you can experiment by adding it at different stages of cooking for varying intensities. Perfect for sandwiches and other dishes, this low-calorie ingredient, with just 48 calories per serving, effortlessly fits into your diet plan. Embrace the heat and elevate your meals with this sensational product.",Fresh Produce,https://i5.walmartimages.com/asr/f5bebff7-c57c-4462-8394-d4a6894bc195.dadae5f541f30cba33b116a9582eafc4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/f5bebff7-c57c-4462-8394-d4a6894bc195.dadae5f541f30cba33b116a9582eafc4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/f5bebff7-c57c-4462-8394-d4a6894bc195.dadae5f541f30cba33b116a9582eafc4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Yukon Gold,4.97,Yukon Gold,Yukon Gold,Yukon Gold,,,,,produce
"Lechuga Cello Dole, 1 Lb.",2.78,"Lechuga Cello Dole, 1 Lb.",Lechuga Cello Dole,FIELDPACK UNBRANDED,,,,,produce
Fungus Among Us Organic Mushroom Medley - Medley - Case of 8 - 1 oz.,8.72,"This wonderful, woodsy tasty treat is a variety of most of our organic dried mushrooms. Mushroom Medley offers complex flavors, colors and textures that will add a new dimension to pasta, rice and any dish that calls for mushrooms. A gourmet Mushroom Medley Fettucine recipe is featured inside the head card. 1 ounce organic packages.",Fungus Among Us Organic Mushroom Medley - Medley - Case of 8 - 1 oz.,FungusAmongUs,https://i5.walmartimages.com/asr/0ba46f6f-2211-4e95-ad12-f92d8a8013b1_1.45ecd0891a40f0e4526873a847c6b75c.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/0ba46f6f-2211-4e95-ad12-f92d8a8013b1_1.45ecd0891a40f0e4526873a847c6b75c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/0ba46f6f-2211-4e95-ad12-f92d8a8013b1_1.45ecd0891a40f0e4526873a847c6b75c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Multicolor,produce
"Fewel Farms Wee Be Little Pumpkin, 1 Each",2.98,"Fewel Farms Wee Be Little Pumpkin, 1 Each",Bagged Wee Be Little Pumpkins,Fresh Produce,,,,,produce
"World Variety Produce Don Enrique Fava Beans, 8 oz",2.97,"Fava Beans, Dried 8 oz (227 g) Habas Peladas, also called fava, faba, broad bean or horse bean, they are very popular in Middle Eastern & Hispanic dishes. Habas Peladas are generally used to make soups or stews. Product of Mexico. Store in a cool, dry place. 8 oz (227 g) PO Box 21127 Los Angeles, CA 90021 800-588-0151","World Variety Produce Don Enrique Fava Beans, 8 oz",PRODUCE UNBRANDED,,,,,produce
Cabbage Savoy 30ct Ca Om,0.98,short description is not available,Cabbage Savoy 30ct Ca Om,PRODUCE UNBRANDED,,,,,produce
"Supreme Salad Heart, 10 Oz.",2.98,"Supreme Salad Heart, 10 Oz.",Ta Supreme Salad Heart 10 Oz,Fresh Produce,,,,,produce
"Taylor Farms Organic Vegetable Medley, 10 oz",2.77,short description is not available,ORG BROC SLAW 10Z TF,Fresh Produce,https://i5.walmartimages.com/asr/53b3f132-ac9c-496b-8120-945867418df8.17d6a3a57e9f160111456bd7715754e9.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/53b3f132-ac9c-496b-8120-945867418df8.17d6a3a57e9f160111456bd7715754e9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/53b3f132-ac9c-496b-8120-945867418df8.17d6a3a57e9f160111456bd7715754e9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Oyster Mushrooms, 3.5 oz",3.28,"Experience the fresh taste of fresh Oyster Mushrooms. Named for their oyster-shell shape, these delicate velvety mushrooms come in shades of beige, yellow, cream, and gray. They are more fragile than most other mushrooms, so they should be used shortly after purchase and added to dishes at the end of the cooking time. Oyster mushrooms can be sauteed, stir-fried, braised, roasted, fried, or grilled. Plus, mushrooms are a natural source of the antioxidant selenium, making them an excellent addition to your diet. For a natural ingredient that will bring a marvelous taste and texture to your meal, be sure to try fresh Oyster Mushrooms.","Fresh Oyster Mushrooms, 3.5 oz tray: 3.5-ounce package of whole oyster mushrooms Delicate, velvety mushrooms with a mild, savory flavor Naturally fat-free Cholesterol-free Low in calories, carbs and sodium Fresh and all natural Best if kept refrigerated Wash before use Natural source of the antioxidant selenium Perfect for sauteeing, stir-fry's, braising, roasting, frying, or grilling More fragile than most other mushrooms, so they should be used shortly after purchase and added to dishes at the end of cooking time",Giorgio,https://i5.walmartimages.com/asr/c93ed767-44f6-4be0-bffc-95b3d5cb618b.dce41e9aba8b023931078f0c46be6e73.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/c93ed767-44f6-4be0-bffc-95b3d5cb618b.dce41e9aba8b023931078f0c46be6e73.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/c93ed767-44f6-4be0-bffc-95b3d5cb618b.dce41e9aba8b023931078f0c46be6e73.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Whole Malanga Lila Root, per Pound",1.82,"Create something delicious with this fresh Malanga Lila Root. Malanga Lila is a versatile root that develops a nutty, earthy flavor when cooked. Malanga Lila can be prepared in a variety of ways, such as mashed, baked, boiled, creamed, and more. Use it to make crispy fritters, a comforting stew, or even a sweet cake. Available year round, Malanga Lila is a good source of fiber and potassium. Make your next culinary masterpiece with Malanga Lila Root.","Malanga Lila Root, Per Pound: Good source of fiber and potassium Rich in vitamin C and vitamin B Nutty flavor when cooked Fresh and whole Can be mashed, baked, boiled, fried, creamed, and more Versatile and delicious",Fresh Produce,https://i5.walmartimages.com/asr/5f2b85ac-b38a-40eb-8168-abfca0581d76.7a72d4e4e9066acd8e5bb61ecf47ca4d.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/5f2b85ac-b38a-40eb-8168-abfca0581d76.7a72d4e4e9066acd8e5bb61ecf47ca4d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/5f2b85ac-b38a-40eb-8168-abfca0581d76.7a72d4e4e9066acd8e5bb61ecf47ca4d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Earthbound Farm Organic Sweet Yam, 3 Lb.",10.38,"Earthbound Farm Organic Sweet Yam, 3 Lb.",Earthbound Farm Organic Sweet Yam Organico,Unbranded,https://i5.walmartimages.com/asr/ac566456-9671-4aab-8ddb-ce4258764488_1.d04f3d6a3e6a6c0782f12919c825a758.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/ac566456-9671-4aab-8ddb-ce4258764488_1.d04f3d6a3e6a6c0782f12919c825a758.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/ac566456-9671-4aab-8ddb-ce4258764488_1.d04f3d6a3e6a6c0782f12919c825a758.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Fresh Nm Hatch Chili Mild Bulk,2.58,"Savor the enticing taste of our Hatch Chili Mild, a versatile and flavorful ingredient perfect for enhancing your culinary creations. These iconic chilies, prized for their distinct, earthy flavor, are grown exclusively in the Hatch Valley of New Mexico. Boasting a mild heat level, our Hatch Chilies are ideal for adding a subtle kick to your favorite dishes, from salsa to enchiladas. Experience the authentic taste of the Southwest with our delectable Fresh Whole Hatch Chili Mild.","Hatch Chili Mild Bulk Savor the enticing taste of our Hatch Chili Mild, a versatile and flavorful ingredient perfect for enhancing your culinary creations. These iconic chilies, prized for their distinct, earthy flavor, are grown exclusively in the Hatch Valley of New Mexico. Boasting a mild heat level, our Hatch Chilies are ideal for adding a subtle kick to your favorite dishes, from salsa to enchiladas. Experience the authentic taste of the Southwest with our delectable Fresh Whole Hatch Chili Mild.",Fresh Produce,https://i5.walmartimages.com/asr/5d611345-7645-4550-a344-60fee62e194c.45df74559c9d9a920d6e84e65d0bc606.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/5d611345-7645-4550-a344-60fee62e194c.45df74559c9d9a920d6e84e65d0bc606.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/5d611345-7645-4550-a344-60fee62e194c.45df74559c9d9a920d6e84e65d0bc606.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Green Bell Pepper,0.76,Green Bell Pepper,Green Bell Pepper,PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/acc4e0b0-3a75-4d28-9510-abec0362c30c.7df5d073559cf7e400de787628aa13fb.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/acc4e0b0-3a75-4d28-9510-abec0362c30c.7df5d073559cf7e400de787628aa13fb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/acc4e0b0-3a75-4d28-9510-abec0362c30c.7df5d073559cf7e400de787628aa13fb.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Cassava Root Whole Fresh, Each (Yuca)",2.82,"Create something delicious with this fresh Yuca (Cassava). Yuca, also known as Cassava, is a tuber cultivated throughout Latin America and Asia. Its flesh is hard, dense and white like a coconut, and has a hard, waxy bark-like covering. Yuca has a starchy, slightly sweet flavor, and must be cooked before eating. They may be prepared in a variety of ways, such as mashed, baked, boiled, fried, and more. Use it to make crispy fries, a comforting stew, or even a sweet cake. It's also naturally gluten-free, cholesterol-free, and fat-free. Make your next culinary masterpiece with Yuca (Cassava).","Naturally gluten-free, cholesterol-free, and fat-free Rich in vitamin C and vitamin B Mash with garlic and butter or add to soups and stews Fresh and whole Peel and cook before eating (do not eat raw) Versatile and delicious",Fresh Produce,https://i5.walmartimages.com/asr/c1556535-8f53-49ed-a931-1af3c33285c4.d4a1992fb0774b01cab58e186fc99ea9.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/c1556535-8f53-49ed-a931-1af3c33285c4.d4a1992fb0774b01cab58e186fc99ea9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/c1556535-8f53-49ed-a931-1af3c33285c4.d4a1992fb0774b01cab58e186fc99ea9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Portabella Slider Mushrooms, 8 Oz.",2.97,"Portabella Slider Mushrooms, 8 Oz.",Mush Port Slider 8 Oz.,Fresh Produce,,,,,produce
"Organic Cherry Tomato, 10 oz Package",,"Organic Grape Tomatoes are an exciting summer treat, and they're the perfect size for skewers, salads and roasting. These bite-sized grape tomatoes look and taste great. Grape tomatoes are a low-calorie treat that are also low in sodium and are a good source of fiber. Whether you are snacking or adding them to your favorite dish. their uses are almost limitless. Try these grape tomatoes with feta cheese, fresh dill and a drizzle of olive oil for a light and delicious Mediterranean treat. Or make a caprese salad with grape tomatoes, fresh basil, fresh mozzarella and balsamic vinegar. With 10-ounces of tomatoes in each package, you'll have plenty to make mouthwatering meals. Use your imagination to create delicious dishes with Organic Grape Tomatoes.","Organic Cherry Tomatoes, 10 oz Package: Perfect size for skewers, salads and roasting Low-calorie, low in sodium, and a good source of fiber Pair with feta cheese, fresh dill, and a drizzle of olive oil for a Mediterranean dish Certified organic",Fresh Produce,,,,,produce
Fresh Whole Yellow Potatoes 5 Lb Bag,4.18,"Fresh Yellow Potatoes (Papa Amarilla) are a staple for your kitchen this holiday season. Use yellow potatoes to create a variety of cooked and baked dishes- from creamy, flavorful creamy mashed potatoes, to fluffy, filling baked potatoes topped with cheese, bacon, and sour cream, or cheesy, succulent au gratin potatoes. Make fried potatoes for a hearty holiday breakfast, shred them for hash browns, or use these yellow potatoes to make a pleasing, tummy-warming potato soup to chase away the chill on a cold winter's day. Make time-honored family favorite recipes or create new favorites with Yellow Potatoes","5-pound bag of yellow potatoes Perfect for mashing, frying, baking, creamy soups, and French fries Rich in potassium, vitamin C and iron",Unbranded,https://i5.walmartimages.com/asr/ff732c10-17b8-4a2a-90d9-d732ff5f4b36.c7e316a19a720466baf5e52fd188e66d.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/ff732c10-17b8-4a2a-90d9-d732ff5f4b36.c7e316a19a720466baf5e52fd188e66d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/ff732c10-17b8-4a2a-90d9-d732ff5f4b36.c7e316a19a720466baf5e52fd188e66d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Oyster Mushrooms, 3.5oz",3.28,Fresh Oyster Mushrooms 3.5 oz (99 g) Product of USA. Keep Refrigerated.,Fresh Oyster MushroomsAmericas favorite mushroom. Product of USA.,Phillips Mushroom Farms,https://i5.walmartimages.com/asr/a2b5b9b9-c5ad-4d07-8012-0b43343513cd.92a47fbebaea1e03f41312bbc0f3f3b9.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/a2b5b9b9-c5ad-4d07-8012-0b43343513cd.92a47fbebaea1e03f41312bbc0f3f3b9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/a2b5b9b9-c5ad-4d07-8012-0b43343513cd.92a47fbebaea1e03f41312bbc0f3f3b9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Italian Squash, 2 Count",2.96,"Italian Squash, 2 Count",Italian Squash 2 Count Fresh from Walmart,Fresh Produce,https://i5.walmartimages.com/asr/a31378e0-bb7b-4d79-8e6e-47c042646157.94e0c2b72872a5ddfb074865c9f73466.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/a31378e0-bb7b-4d79-8e6e-47c042646157.94e0c2b72872a5ddfb074865c9f73466.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/a31378e0-bb7b-4d79-8e6e-47c042646157.94e0c2b72872a5ddfb074865c9f73466.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Huerto Isleno Arugula, 4oz",3.57,"Elevate your meals by incorporating Huerto Isleno Arugula into your diet. This leafy green offers a unique peppery flavor, making it a perfect addition to salads or as a complementary vegetable in various dishes. Versatile and nutritious, arugula can be used in beloved Italian recipes, including pesto and lasagna. Embrace a healthier lifestyle with the delicious and wholesome Huerto Isleno Arugula – your taste buds will thank you!",Serve as a side or add to your favorite recipes Washed and ready to eat Has a unique peppery taste Good source of iron and calcium,Fresh Produce,https://i5.walmartimages.com/asr/a79b082b-3404-48a3-a7ee-70c3baa2a1c6.e55c5febee7ddac22362ea917afcdb9f.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/a79b082b-3404-48a3-a7ee-70c3baa2a1c6.e55c5febee7ddac22362ea917afcdb9f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/a79b082b-3404-48a3-a7ee-70c3baa2a1c6.e55c5febee7ddac22362ea917afcdb9f.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Gourmet Banana Shallots Mesh Bag, 1 Lb.",2.47,"Gourmet Banana Shallots Mesh Bag, 1 Lb.",Gourmet Banana Shallots 1 Lb Mesh Bag,Fresh Produce,https://i5.walmartimages.com/asr/26b11d81-dc18-49aa-8f28-91ad5a438bb7_4.5c9ac90002d58220e5c460faa881dfb8.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/26b11d81-dc18-49aa-8f28-91ad5a438bb7_4.5c9ac90002d58220e5c460faa881dfb8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/26b11d81-dc18-49aa-8f28-91ad5a438bb7_4.5c9ac90002d58220e5c460faa881dfb8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
